uid	keyword	headline
2386546	public health	Trump Cuts Target Next Generation of Scientists and Public Health Leaders
2386546	public health	Daniel Beaudoin—facilities director, mountain climber, public health enthusiast
2386546	public health	Mayor Frank Scott Jr. declares housing a public health emergency in Little Rock
2386546	public health	Postponing last week’s vaccine meeting endangers Americans’ health
2386546	public health	College of Behavioral, Social and Health Sciences establishes interdisciplinary Embedded Faculty Scholar Program with the South Carolina Department of Public Health
2386546	american medicine	FDA Approves First At-Home Flu Vaccine, But Availability Delayed Until Next Season
2386546	american medicine	New Emergency Behavioral Health Focused Practice Designation Approved for American Board of Emergency Medicine
2386546	american medicine	Physician at Alabama’s USA Health selected for international sports medicine fellowship
2386546	american medicine	Physicians take fight for Medicare payment reform to Capitol Hill
2386546	american medicine	American Medical Association president calls abortion pill ruling 'most brazen attack on Americans' health'
2120107	COVID-19	COVID Broke the Rules of Virus Evolution
2120107	COVID-19	Health experts warn of a “quademic” as COVID-19, flu, RSV, and norovirus spread.
2120107	COVID-19	Long COVID played a role in thousands of deaths: CDC
2120107	COVID-19	The next pandemic: COVID-19 showed us how we can fight the next global outbreak
2120107	COVID-19	COVID-19 turns 5: Tell us how it changed your life
2120107	public health	USAID funding cuts could impact Taiwan's health system: Doctor
2120107	public health	Dysentery, the diarrhea-inducing bacterial infection, on the rise in Oregon
2120107	public health	​​​CDPH Reminds Public of Rabies Precautions Following Death of Fresno County Resident
2120107	public health	‘Deadly consequences’: Health agencies reel from thousands of job cuts while critical research grants remain on hold
2120107	public health	College of Behavioral, Social and Health Sciences establishes interdisciplinary Embedded Faculty Scholar Program with the South Carolina Department of Public Health
2120107	bird flu	Bird Flu Cases in People Are Being Undercounted
2120107	bird flu	Trump administration unveils bird flu plan as egg prices soar
2120107	bird flu	Sandhill crane deaths from bird flu in eastern U.S. has Nebraska on alert
2120107	bird flu	Second US company recalls pet food as bird flu spreads to cats through tainted meat
2120107	bird flu	The US May Start Vaccinating Chickens Against Bird Flu
2120107	vaccine	Vaccine interest increasing in Austin as measles outbreak in West Texas worsens
2120107	vaccine	Measles Outbreaks in the U.S. Highlight the Importance of Vaccination
2120107	vaccine	First doses announced in phase 2 trial for TB vaccine candidate
2120107	vaccine	FDA cancels pivotal advisory meeting about next season's flu vaccine
2120107	vaccine	Americans Are Uninformed About and Undervaccinated for HPV
2120107	wellness	Healthy Brain & Body brings holistic wellness approach to Owensboro
2120107	wellness	New Workshops Focus on Wellness and Creativity for Grievers and Caregivers
2120107	wellness	Mayo Clinic recognized as ‘World’s Best Hospital’ by Newsweek for the seventh straight year
2120107	wellness	‘The White Lotus’ New Season Tackles Our Wellness Obsession
2120107	wellness	Arcadia mansion with wellness center listed for $15 million
2120107	american medicine	Covid, inflation, and Supreme Court blamed for steep drop in Native American medical school enrollment
2120107	american medicine	FDA Approves First At-Home Flu Vaccine, But Availability Delayed Until Next Season
2120107	american medicine	Black HEALTHstory Month Lecture Explores Racial Integration in American Medicine
2120107	american medicine	Worst flu season: Influenza virus spread, new bird flu cases in the U.S., plus measles outbreak update
2120107	american medicine	Sounding The Alarm On The Effect Of Call Centers On American Medicine
2120107	global medicine	Arinze Okafor discusses the road to precision medicine and its impact on global health
2120107	global medicine	Chewy Veterinary Leader JC Alvarado Colon: Bringing a global perspective to local action
2120107	global medicine	Tea bags, takeaways and hot dogs linked to high levels of forever chemicals, American study finds
2120107	global medicine	What’s Next in Medicine? Global Experts Discuss the Future, Far Reaching Effects at NXT Conclave 2025
2120107	global medicine	Musk says work to stop Ebola was accidentally cut but restored. Experts raise doubts
2120107	cancer	Retired NYPD cop goes broke trying to save son from rare brain cancer: ‘We won’t give up’
2120107	cancer	Combination treatment strategy dramatically increases cell death in leukemia
2120107	cancer	Melbourne mum, 35, dies from bowel cancer as Aussie rates spike in young people
2120107	cancer	Young people with cancer in England face seven-month wait for disability benefits
2120107	cancer	Mia Love, first Black Republican congresswoman, faces worsening cancer prognosis, daughter says
2266287	public health	MPs underline risks of toxic lead paint in English homes
2266287	public health	Daniel Beaudoin—facilities director, mountain climber, public health enthusiast
2266287	public health	​CDPH Warns Against Drinking Second Lot of Raw Milk Following Bird Flu Detection ​
2266287	public health	Experts worry that public health turmoil could make bird flu deadlier
2266287	public health	Nonprofit Disputes Public Health’s Beach Safety Declaration
2266287	COVID-19	Long COVID played a role in thousands of deaths: CDC
2266287	COVID-19	New study links COVID-19 vaccine to long-term side effects
2266287	COVID-19	New COVID variant XEC now in half of states. Here's what to know.
2266287	COVID-19	Minneapolis man admits to stealing at least $3.8 million from COVID-19 relief programs
2266287	COVID-19	IMUNON Announces New Immunogenicity Data from Phase 1 Clinical Trial of Its DNA Vaccine in Treatment of COVID-19
2266287	american medicine	As prior authorization burden grows, so does momentum for change
2266287	american medicine	Sounding The Alarm On The Effect Of Call Centers On American Medicine
2266287	american medicine	Tobacco use among U.S. pre-teens, teens has dropped to lowest levels seen in 25 years
2266287	american medicine	America Is a World Leader in Medicine Development
2266287	american medicine	American chaos: standing up for health and medicine
2266287	bird flu	Officials: 90 dead birds removed from pond, deaths possibly caused by bird flu
2266287	bird flu	Bird Flu Cases in People Are Being Undercounted
2266287	bird flu	Another Popular Cat Food Has Been Linked to Bird Flu Igniting More Fear in Pet Parents
2266287	bird flu	H5 Highly Pathogenic Avian Influenza Confirmed in New Jersey Cat
2266287	bird flu	The Bird Flu Could Be Way Worse Than We Know, According to Experts
2266287	vaccine	First doses announced in phase 2 trial for TB vaccine candidate
2266287	vaccine	Vaccine meeting to prepare for coming winter’s flu season canceled
2266287	vaccine	Who Are the Mennonites and Why Are They Facing a Measles Outbreak?
2266287	vaccine	Measles death of unvaccinated child in Texas outbreak is 1st fatality in US in a decade
2266287	vaccine	Hepatitis E vaccination is effective in an epidemic
2266287	global medicine	Musk says work to stop Ebola was accidentally cut but restored. Experts raise doubts
2266287	global medicine	A little-known Chinese company made a drug that beat the world’s biggest-selling medicine
2266287	global medicine	Handouts are never free. The cruel US aid freeze is an opportunity for the Caribbean
2266287	global medicine	Pandemic monitoring with global aircraft-based wastewater surveillance networks
2266287	global medicine	Crucial aid sits in warehouses worldwide as USAID employees are told to stop working
2266287	cancer	What cuts to NIH funding mean for cancer patients and their families
2266287	cancer	‘He’s a fighter’: nation awaits result of medical hero’s brain surgery
2266287	cancer	Inside the Ramallah hotel housing Gaza’s cancer patients
2266287	cancer	Combination treatment strategy dramatically increases cell death in leukemia
2266287	cancer	In Early-Phase Pancreatic Cancer Clinical Trial, Investigational mRNA Vaccine Induces Sustained Immune Activity in Small Patient Group
2266287	wellness	RFK Jr. proposed sending addicts to taxpayer-funded ‘wellness farms’ to tackle drug crisis
2266287	wellness	Special Olympics Utah hosts first-of-its-kind Health & Wellness Fair
2266287	wellness	Are you falling for wellness misinformation online? Here’s how to tell
2266287	wellness	Premier Community HealthCare’s Spring Health, Wellness & Fun Fest
2266287	wellness	Bad wellness advice is all over social media. These creators are pushing back
2202830	american medicine	Physician contracting: Restrictive covenants, termination clauses
2202830	american medicine	Reps back reforms to Medicare Physician Fee Schedule, starting with physician reimbursement
2202830	american medicine	US FDA to reconsider decision barring compounded versions of Lilly weight loss drug
2202830	american medicine	Worst flu season: Influenza virus spread, new bird flu cases in the U.S., plus measles outbreak update
2202830	american medicine	Sickle cell cure may expand access, lower cost
2202830	global medicine	Global Medicine Blister Packaging Market to Hit USD 38.8 Billion by 2035, Driven by Sustainability Trends | Future Market Insights, Inc.
2202830	global medicine	Better Together: Building a Global Health Network Economy through Data Collaboratio
2202830	global medicine	Why an aspiring doctor left medicine behind to pursue global health policy
2202830	global medicine	Fake British cough syrup linked to Cameroon child deaths was made in India, officials say
2202830	global medicine	‘Disruptive, unfair and cruel’: jobs lost and treatment stopped as USAid freeze hits HIV care in Zimbabwe
2202830	public health	FDA Abruptly Cancels Critical Flu Shot Meeting
2202830	public health	Postponing last week’s vaccine meeting endangers Americans’ health
2202830	public health	College of Behavioral, Social and Health Sciences establishes interdisciplinary Embedded Faculty Scholar Program with the South Carolina Department of Public Health
2202830	public health	​​​CDPH Reminds Public of Rabies Precautions Following Death of Fresno County Resident
